Rank,Platform,Year,Genre,Publisher,Global_Sales
608,0.73,,0.79,0.43,2.53
609,0.58,2001.0,0.59,0.35,2.52
610,0.69,2000.0,0.53,2.54,2.52
611,0.7,2007.0,0.47,0.35,2.52
612,2.56,1986.0,0.62,0.53,2.52
613,0.72,2013.0,0.53,0.62,2.51
614,0.78,2006.0,0.62,0.75,2.5
615,0.58,2008.0,0.57,0.34,2.5
616,0.69,1999.0,0.47,2.54,2.5
617,0.72,2011.0,0.53,0.48,2.49
618,0.31,2003.0,0.53,0.97,2.49
619,0.7,2010.0,0.53,0.66,2.49
620,0.58,2002.0,0.53,0.35,2.49
621,0.72,2008.0,0.79,0.89,2.48
622,0.78,2008.0,0.59,0.55,2.48
623,0.61,1998.0,0.53,0.5,2.48
624,0.72,2012.0,0.57,0.97,2.48
625,0.78,,0.47,0.82,2.48
626,0.78,2013.0,0.57,0.97,2.47
627,0.36,2002.0,0.47,2.54,2.47
628,0.7,2010.0,0.47,0.48,2.46
629,0.72,2008.0,0.59,0.97,2.45
630,0.84,1992.0,0.62,1.11,2.45
631,0.61,1997.0,0.62,1.11,2.45
632,0.61,1996.0,0.59,0.89,2.44
633,0.78,2011.0,0.79,1.3,2.44
634,0.24,2006.0,0.59,0.82,2.44
635,0.58,2003.0,0.45,0.82,2.43
636,0.27,1997.0,0.19,2.62,2.43
637,0.78,2008.0,0.79,0.52,2.42
638,0.31,1998.0,0.94,0.43,2.42
639,2.56,1988.0,0.57,2.54,2.42
640,0.72,2010.0,0.57,0.34,2.42
641,0.58,2003.0,0.53,0.43,2.41
642,0.58,2001.0,0.59,0.89,2.41
643,0.61,1998.0,0.53,0.53,2.41
644,0.66,2014.0,0.47,1.3,2.41
645,0.58,2007.0,0.59,0.82,2.41
646,0.66,2015.0,0.57,0.82,2.4
647,0.61,1996.0,0.42,0.35,2.4
648,2.56,1987.0,0.53,2.54,2.4
649,0.27,1997.0,0.26,0.82,2.4
650,0.39,,0.19,0.34,2.39
651,0.83,2015.0,0.59,0.82,2.39
652,0.78,2010.0,0.57,0.29,2.39
653,0.7,,0.53,0.97,2.39
655,0.27,1994.0,0.47,0.95,2.39
656,0.72,2013.0,0.53,0.66,2.39
657,0.78,2011.0,0.53,0.21,2.39
658,0.58,2005.0,0.47,2.17,2.38
659,0.72,2007.0,0.53,0.97,2.38
660,0.78,2011.0,0.47,1.3,2.38
661,0.69,1998.0,0.53,0.48,2.38
662,0.83,2015.0,0.53,0.89,2.38
663,0.83,2014.0,0.57,0.97,2.38
664,0.72,2010.0,0.57,0.82,2.38
665,0.58,2001.0,0.47,0.34,2.38
666,0.78,2007.0,0.57,0.82,2.37
667,0.27,2004.0,0.79,0.35,2.37
668,0.58,2004.0,0.53,0.48,2.37
669,0.58,2004.0,0.57,0.75,2.37
670,0.72,2009.0,0.57,0.82,2.37
671,0.78,2011.0,0.57,1.3,2.36
672,2.61,1995.0,0.94,2.54,2.36
673,0.38,2010.0,0.53,0.66,2.35
674,2.61,1996.0,0.94,2.54,2.35
675,2.61,1998.0,0.62,0.5,2.35
676,0.78,2008.0,0.59,0.97,2.35
677,0.7,2013.0,0.94,0.75,2.34
678,0.58,2007.0,0.53,0.48,2.34
679,0.7,2008.0,0.57,0.52,2.34
680,0.58,2001.0,0.53,0.53,2.34
681,0.78,2010.0,0.45,0.82,2.33
682,0.49,2015.0,0.53,2.54,2.32
683,0.66,2015.0,0.57,0.97,2.32
684,0.7,2010.0,0.47,0.52,2.32
685,0.69,2000.0,0.57,2.54,2.32
686,0.61,1997.0,0.53,0.97,2.32
687,0.58,2004.0,0.79,0.82,2.31
688,0.38,2004.0,0.42,2.54,2.31
689,0.61,1999.0,0.59,0.82,2.31
690,0.84,1995.0,0.62,1.11,2.31
691,0.61,1998.0,0.57,0.95,2.31
692,0.78,2013.0,0.53,0.66,2.3
693,0.27,2012.0,0.53,0.43,2.3
694,0.38,2008.0,0.62,2.54,2.3
695,0.72,2011.0,0.53,0.21,2.29
696,0.27,1997.0,0.53,0.5,2.29
697,0.72,2013.0,0.53,0.89,2.29
698,0.31,2004.0,0.59,0.82,2.28
699,0.72,2009.0,0.57,0.34,2.28
700,0.7,2014.0,0.47,0.52,2.28
701,0.49,2015.0,0.53,0.45,2.28
702,2.56,1983.0,0.94,2.54,2.28
703,0.58,2008.0,0.57,0.82,2.28
704,0.72,2008.0,0.53,0.97,2.28
705,0.72,2012.0,0.79,0.97,2.28
706,0.61,1997.0,0.59,0.31,2.28
707,0.49,2012.0,0.62,2.54,2.27
708,0.72,2009.0,0.47,0.43,2.27
709,0.7,2006.0,0.47,0.43,2.27
710,0.39,2002.0,0.94,2.54,2.27
711,0.39,2001.0,0.94,2.54,2.26
712,0.72,2007.0,0.47,0.75,2.26
713,0.7,,0.79,0.75,2.26
714,0.7,2007.0,0.53,0.53,2.26
715,0.15,2014.0,0.47,1.59,2.25
716,0.58,2002.0,0.19,0.53,2.25
717,0.61,1997.0,0.57,2.25,2.25
718,0.36,2004.0,0.62,2.54,2.25
719,0.72,2011.0,0.57,0.82,2.25
720,0.7,2009.0,0.62,2.54,2.25
721,0.24,2008.0,0.53,0.62,2.25
722,0.39,2001.0,0.94,0.43,2.24
723,0.39,2001.0,0.94,0.35,2.23
724,2.56,1990.0,0.53,0.34,2.23
725,0.38,2008.0,0.53,0.75,2.23
726,0.58,2009.0,0.45,0.34,2.23
727,0.57,2013.0,0.94,2.54,2.22
728,0.58,2003.0,0.53,0.52,2.22
729,0.38,2009.0,0.42,0.66,2.22
730,2.61,1998.0,0.19,2.54,2.22
731,0.78,2010.0,0.59,0.82,2.22
732,0.78,2010.0,0.79,0.97,2.21
733,0.66,2013.0,0.53,0.52,2.21
734,0.58,2006.0,0.53,0.53,2.21
735,0.78,2008.0,0.47,0.82,2.2
736,0.73,1981.0,0.53,0.71,2.2
737,0.78,2007.0,0.47,0.75,2.2
738,2.61,2000.0,0.94,2.54,2.2
739,2.56,1986.0,0.57,0.27,2.2
740,0.7,2008.0,0.94,0.43,2.2
741,0.38,2007.0,0.42,0.55,2.2
742,0.72,2011.0,0.53,0.34,2.19
743,0.78,2006.0,0.53,0.48,2.19
744,0.31,2003.0,0.62,0.75,2.19
745,2.61,1992.0,0.47,2.54,2.19
746,2.61,2000.0,0.94,2.54,2.19
747,0.72,2012.0,0.53,0.62,2.19
748,2.61,2000.0,0.62,0.34,2.18
749,0.58,2002.0,0.59,0.48,2.18
750,0.66,2013.0,0.59,1.3,2.18
751,0.78,2013.0,0.57,0.82,2.18
752,0.38,2006.0,0.62,2.54,2.18
753,0.39,2003.0,0.62,2.54,2.17
754,0.78,2010.0,0.62,0.62,2.17
755,0.69,1998.0,0.45,2.54,2.17
756,2.56,1984.0,0.57,2.54,2.17
757,0.27,2001.0,0.45,0.82,2.16
758,0.7,2009.0,0.57,0.52,2.16
759,0.61,2000.0,0.79,0.89,2.15
760,0.83,2015.0,0.79,0.52,2.15
761,2.56,1987.0,0.57,2.54,2.15
762,0.66,2014.0,0.57,0.82,2.15
763,0.24,2007.0,0.79,0.75,2.14
764,0.84,1996.0,0.62,2.54,2.14
765,2.56,1983.0,0.47,2.54,2.14
766,2.56,1988.0,0.59,2.54,2.14
767,0.27,1992.0,0.45,1.13,2.14
768,0.73,1981.0,0.79,1.2,2.13
769,0.58,2004.0,0.45,0.34,2.13
770,0.38,2006.0,0.42,2.54,2.13
771,0.39,2003.0,0.62,1.11,2.13
772,0.83,2016.0,0.53,0.52,2.13
773,0.38,2010.0,0.53,0.55,2.12
774,0.38,2006.0,0.62,0.62,2.12
775,0.7,2010.0,0.94,2.54,2.12
776,0.31,2001.0,0.59,1.3,2.12
777,2.61,1989.0,0.57,2.54,2.12
778,0.72,2011.0,0.57,0.97,2.11
779,0.72,2009.0,0.79,0.97,2.11
780,0.69,2000.0,0.57,0.75,2.11
781,0.72,2008.0,0.57,0.34,2.11
782,0.58,2002.0,0.59,0.82,2.11
783,0.7,2010.0,0.57,2.54,2.11
784,0.7,,0.47,0.51,2.11
785,0.58,2003.0,0.53,0.16,2.11
786,0.78,2011.0,0.53,0.66,2.11
787,0.61,1998.0,0.62,1.11,2.1
788,0.58,2002.0,0.94,0.48,2.1
789,0.31,2002.0,0.53,1.3,2.1
790,0.24,2005.0,0.59,0.82,2.1
791,0.78,2011.0,0.79,1.08,2.1
792,0.58,2005.0,0.53,0.53,2.09
793,0.61,1997.0,0.57,0.54,2.09
794,0.78,2006.0,0.53,0.53,2.09
795,0.58,2003.0,0.53,0.48,2.09
796,0.78,2010.0,0.53,0.97,2.09
797,0.7,2009.0,0.47,0.24,2.09
798,0.38,2006.0,0.45,0.82,2.09
799,0.83,2015.0,0.79,0.82,2.09
800,0.24,2010.0,0.53,0.34,2.09
801,0.27,2010.0,0.62,0.75,2.08
802,0.58,2002.0,0.42,0.48,2.08
803,0.72,2008.0,0.59,0.82,2.08
804,0.7,2007.0,0.45,0.34,2.08
805,0.36,2003.0,0.47,2.54,2.08
806,0.72,2010.0,0.53,0.97,2.08
807,0.27,1998.0,0.26,0.82,2.08
808,0.27,1994.0,0.26,0.75,2.08
809,0.72,2010.0,0.57,0.82,2.08
810,0.61,2002.0,0.79,0.97,2.07
811,0.24,2010.0,0.62,0.62,2.07
812,0.78,2009.0,0.53,0.48,2.07
813,0.72,2011.0,0.62,0.27,2.07
814,0.39,2001.0,0.26,0.34,2.07
815,0.78,2007.0,0.59,0.82,2.06
816,0.72,2010.0,0.45,0.82,2.06
817,0.78,2010.0,0.53,0.52,2.06
818,0.39,2005.0,0.62,2.54,2.06
819,0.39,2004.0,0.53,0.48,2.06
820,0.61,1998.0,0.59,0.27,2.06
821,0.58,2003.0,0.53,0.27,2.06
822,0.49,2013.0,0.62,2.54,2.06
823,0.72,2007.0,0.59,0.82,2.05
824,0.38,2008.0,0.47,0.97,2.05
825,0.72,2013.0,0.57,0.97,2.05
826,0.38,2005.0,0.62,2.54,2.05
827,0.36,2002.0,0.47,0.26,2.05
828,0.72,2013.0,0.62,0.75,2.05
829,1.05,1992.0,0.57,2.36,2.05
830,0.78,2007.0,0.59,1.3,2.05
831,0.38,2009.0,0.62,0.62,2.04
832,0.78,2011.0,0.47,1.3,2.04
833,0.7,2008.0,0.47,0.52,2.04
834,0.58,2006.0,0.79,0.89,2.04
835,0.58,2005.0,0.53,0.52,2.04
836,0.39,2003.0,0.94,2.54,2.04
837,0.72,2011.0,0.53,0.82,2.04
838,0.83,2014.0,0.57,0.82,2.03
839,0.69,1998.0,0.57,2.54,2.03
840,0.78,2011.0,0.47,0.52,2.03
841,0.58,2003.0,0.57,0.82,2.03
842,0.72,2008.0,0.53,0.82,2.02
843,0.78,2005.0,0.79,0.75,2.02
844,0.78,2014.0,0.57,0.82,2.02
845,0.78,2012.0,0.59,1.3,2.02
846,0.38,2007.0,0.42,0.35,2.01
847,0.66,2016.0,0.79,0.52,2.01
848,0.72,2013.0,0.53,0.66,2.0
849,0.49,2012.0,0.62,2.54,2.0
850,0.83,2014.0,0.59,0.89,2.0
851,0.84,1993.0,0.53,2.54,2.0
852,0.72,2008.0,0.53,0.35,2.0
853,0.61,1997.0,0.53,0.75,1.99
854,2.61,1989.0,0.57,2.54,1.99
855,0.39,2002.0,0.53,0.82,1.99
856,0.61,2002.0,0.53,0.82,1.98
857,0.84,1991.0,0.45,2.54,1.98
858,0.66,2013.0,0.79,0.82,1.98
859,0.78,2012.0,0.79,0.53,1.98
860,0.83,2014.0,0.62,0.82,1.97
861,0.38,2010.0,0.94,0.43,1.97
862,0.58,2002.0,0.94,0.77,1.97
863,0.7,2008.0,0.79,0.75,1.97
864,0.58,2003.0,0.53,0.53,1.97
865,0.72,2008.0,0.59,0.82,1.97
866,0.73,1981.0,0.53,0.43,1.97
867,0.78,2013.0,0.79,0.97,1.96
868,0.24,2004.0,0.57,0.89,1.96
869,2.56,1986.0,0.59,2.54,1.96
870,2.56,1985.0,0.57,2.54,1.96
871,0.38,2006.0,0.94,2.54,1.96
872,0.78,2006.0,0.79,0.52,1.96
873,0.78,2014.0,0.79,0.75,1.95
874,0.58,2003.0,0.59,0.35,1.95
875,0.31,2005.0,0.53,0.97,1.95
876,0.27,1994.0,0.79,0.97,1.95
877,0.58,2003.0,0.57,0.82,1.95
878,0.58,2003.0,0.53,0.82,1.94
879,0.78,2008.0,0.57,0.82,1.94
880,0.27,1999.0,0.47,0.55,1.94
881,0.61,2001.0,0.19,0.48,1.94
882,2.61,1989.0,0.42,2.54,1.94
883,0.58,2004.0,0.53,0.43,1.94
884,0.61,1997.0,0.59,0.89,1.94
885,0.58,2002.0,0.79,0.52,1.94
886,0.58,2004.0,0.62,0.75,1.93
887,0.78,2013.0,0.53,0.66,1.93
888,0.72,2008.0,0.47,0.75,1.93
889,0.84,1993.0,0.53,0.35,1.93
890,0.19,1995.0,0.53,0.43,1.93
891,2.61,1998.0,0.42,2.54,1.93
892,0.78,2008.0,0.53,0.35,1.93
893,0.72,2014.0,0.53,0.52,1.93
894,0.7,2008.0,0.57,2.54,1.93
895,0.78,2013.0,0.53,0.62,1.92
896,2.61,2001.0,0.53,2.54,1.92
897,0.78,2009.0,0.59,0.82,1.92
898,0.7,2008.0,0.47,0.82,1.92
899,0.58,2001.0,0.79,0.48,1.92
900,0.27,2003.0,0.45,0.82,1.92
901,0.58,2004.0,0.59,0.48,1.92
902,0.61,1996.0,0.47,0.89,1.92
903,0.7,2009.0,0.47,0.55,1.92
904,0.69,2000.0,0.47,2.54,1.91
905,0.7,2008.0,0.53,0.97,1.91
906,0.7,2008.0,0.47,0.35,1.91
907,0.83,2015.0,0.79,0.75,1.91
908,0.7,2011.0,0.53,0.97,1.91
909,0.36,2001.0,0.45,0.97,1.9
910,0.72,2012.0,0.79,0.97,1.9
911,0.83,2013.0,0.59,0.82,1.89
912,0.72,2008.0,0.57,0.82,1.89
913,0.49,2013.0,0.62,2.54,1.89
914,0.72,2009.0,0.94,0.89,1.88
915,0.61,1999.0,0.62,0.34,1.88
916,0.58,2004.0,0.53,0.35,1.88
917,0.61,1999.0,0.57,0.89,1.88
918,0.58,2005.0,0.79,0.82,1.88
919,0.61,1998.0,0.53,0.48,1.88
920,0.58,2007.0,0.47,0.55,1.87
921,0.36,2002.0,0.19,2.54,1.87
922,0.61,1998.0,0.57,0.82,1.87
923,0.58,2001.0,0.53,0.48,1.87
924,0.49,2013.0,0.94,2.54,1.87
925,2.61,2001.0,0.19,2.54,1.86
926,0.31,2005.0,0.57,0.82,1.86
927,0.58,2004.0,0.94,0.75,1.86
928,0.61,1999.0,0.62,0.89,1.86
929,0.69,1997.0,0.94,0.35,1.86
930,0.58,2004.0,0.47,0.89,1.86
931,0.83,2014.0,0.94,0.89,1.86
932,0.58,2001.0,0.57,0.82,1.86
933,0.38,2009.0,0.53,0.55,1.86
934,0.61,1999.0,0.62,1.11,1.86
935,0.7,2010.0,0.53,0.75,1.86
936,0.49,2013.0,0.47,2.54,1.85
937,0.58,2004.0,0.94,0.89,1.85
938,0.7,2007.0,0.47,0.52,1.85
939,0.39,2004.0,0.62,0.62,1.85
940,2.56,1984.0,0.53,2.54,1.85
941,0.72,2011.0,0.53,0.89,1.85
942,0.58,2001.0,0.59,0.17,1.84
943,0.72,2009.0,0.62,0.27,1.84
944,0.58,2005.0,0.57,0.82,1.84
945,0.69,1998.0,0.45,2.54,1.83
946,0.39,2005.0,0.47,0.48,1.83
947,0.27,2012.0,0.62,0.75,1.83
948,0.61,1996.0,0.59,0.89,1.83
949,0.83,2015.0,0.53,0.62,1.83
950,0.84,1993.0,0.62,1.11,1.83
951,0.78,2007.0,0.79,0.82,1.83
952,0.61,1995.0,0.45,0.89,1.83
953,0.49,2014.0,0.94,2.54,1.82
954,1.05,1994.0,0.94,0.43,1.82
955,0.58,2001.0,0.47,0.27,1.82
956,0.27,2001.0,0.45,0.82,1.82
957,0.7,2007.0,0.79,2.54,1.82
958,0.38,2010.0,0.62,2.54,1.81
959,0.83,2014.0,0.53,1.16,1.81
960,0.58,2003.0,0.45,0.34,1.81
961,0.31,2000.0,0.59,0.43,1.81
962,0.58,2002.0,0.53,0.43,1.81
963,0.58,2004.0,0.94,0.89,1.81
964,0.58,2008.0,0.47,0.75,1.8
965,0.39,2002.0,0.94,0.43,1.8
966,0.78,2006.0,0.57,0.82,1.8
967,0.72,2010.0,0.53,0.97,1.8
968,0.61,1999.0,0.57,0.95,1.8
969,0.72,2015.0,0.79,0.75,1.79
970,0.84,1994.0,0.94,0.71,1.79
971,0.72,2013.0,0.19,0.89,1.79
972,0.78,2012.0,0.53,1.3,1.78
973,0.58,2003.0,0.59,0.97,1.78
974,0.38,2006.0,0.62,0.62,1.78
975,0.61,2001.0,0.53,0.48,1.78
976,0.58,2004.0,0.53,0.89,1.78
977,0.49,2011.0,0.42,2.54,1.78
978,0.72,2010.0,0.53,0.62,1.78
979,0.72,2012.0,0.62,0.53,1.78
980,0.57,2013.0,0.53,2.54,1.77
981,0.58,2005.0,0.53,0.35,1.77
982,0.7,2007.0,0.47,0.55,1.77
983,0.57,2013.0,0.47,2.54,1.77
984,0.72,2013.0,0.57,0.82,1.77
985,0.84,1991.0,0.62,0.61,1.77
986,0.69,2000.0,0.94,2.54,1.77
987,0.31,2001.0,0.53,1.3,1.77
988,0.72,2009.0,0.53,0.48,1.77
989,2.61,1991.0,0.19,2.54,1.76
990,0.61,1998.0,0.53,0.35,1.76
991,0.58,2004.0,0.94,0.48,1.76
992,0.39,2001.0,0.62,2.54,1.76
993,1.05,1994.0,0.94,0.43,1.76
994,2.56,1986.0,0.94,2.54,1.76
995,0.58,2004.0,0.53,0.82,1.76
996,0.31,2002.0,0.79,0.52,1.76
997,0.58,2002.0,0.53,0.97,1.76
998,0.72,2013.0,0.79,0.97,1.76
999,0.78,2012.0,0.53,0.62,1.76
1000,0.39,2007.0,0.53,0.48,1.76
1001,0.78,2015.0,0.79,0.75,1.76
1002,0.58,2004.0,0.45,0.82,1.76
1003,0.72,2007.0,0.57,0.82,1.76
1004,0.58,2001.0,0.45,0.75,1.76
1005,0.61,1998.0,0.57,0.82,1.75
1006,0.72,2013.0,0.62,0.62,1.75
1007,0.31,2004.0,0.79,0.75,1.75
1008,0.58,2001.0,0.57,0.34,1.75
1009,0.78,2007.0,0.79,1.3,1.75
1010,2.56,1991.0,0.42,2.54,1.75
1011,0.84,1993.0,0.94,0.53,1.75
1012,2.56,1993.0,0.94,2.54,1.75
1013,0.38,2009.0,0.45,0.29,1.75
1014,0.58,2008.0,0.45,0.34,1.75
1015,0.39,2004.0,0.47,0.48,1.75
1016,0.61,1999.0,0.19,0.97,1.74
1017,0.58,2002.0,0.62,0.27,1.74
1018,0.72,2011.0,0.79,1.74,1.74
1019,0.7,2009.0,0.47,0.51,1.74
1020,0.66,2015.0,0.59,1.3,1.74
1021,0.7,2010.0,0.94,0.43,1.74
1022,0.69,1996.0,0.59,2.54,1.74
1023,0.61,1998.0,0.57,0.82,1.74
1024,0.83,2014.0,0.62,0.75,1.74
1025,0.15,2011.0,0.79,0.89,1.74
1026,0.72,2014.0,0.79,0.75,1.73
1027,0.58,2001.0,0.57,0.82,1.73
1028,0.83,2016.0,0.79,0.75,1.73
1029,0.61,1998.0,0.53,0.95,1.73
1030,2.61,2001.0,0.53,0.82,1.73
1031,0.7,2013.0,0.53,0.55,1.73
1032,0.39,2002.0,0.94,0.77,1.73
1033,0.78,2012.0,0.53,1.16,1.73
1034,0.58,2003.0,0.53,0.97,1.72
1035,0.83,2015.0,0.79,0.89,1.72
1036,0.83,2015.0,0.62,1.16,1.72
1037,0.58,2008.0,0.79,0.75,1.72
1038,0.38,2008.0,0.45,0.52,1.72
1039,0.27,2011.0,0.79,0.75,1.72
1040,0.31,2004.0,0.57,0.82,1.72
1041,0.58,2003.0,0.62,0.52,1.72
1042,0.27,2010.0,0.45,0.82,1.71
1043,0.7,2009.0,0.42,0.66,1.71
1044,0.61,1998.0,0.94,0.75,1.71
1045,0.38,2007.0,0.47,0.24,1.71
1046,0.58,2004.0,0.45,1.59,1.71
1047,0.31,2003.0,0.59,0.82,1.71
1048,0.38,2006.0,0.47,2.54,1.71
1049,0.39,2001.0,0.42,0.48,1.71
1050,0.7,2009.0,0.57,0.24,1.7
1051,0.83,2014.0,0.59,0.52,1.7
1052,0.58,2009.0,0.57,0.82,1.7
1053,0.7,2008.0,0.57,0.27,1.7
1054,0.38,2007.0,0.42,2.54,1.7
1055,0.7,2011.0,0.94,2.54,1.7
1056,0.84,1993.0,0.42,0.24,1.7
1057,0.38,2007.0,0.53,0.13,1.7
1058,0.58,2006.0,0.57,0.82,1.7
1059,0.58,2005.0,0.79,0.89,1.69
1060,0.66,2014.0,0.57,0.97,1.69
1061,0.72,2008.0,0.53,0.48,1.69
1062,0.78,2013.0,0.53,0.21,1.69
1063,0.61,1999.0,0.47,0.89,1.69
1064,0.72,2009.0,0.62,0.82,1.69
1065,0.78,2015.0,0.57,0.82,1.69
1066,0.69,1997.0,0.53,0.48,1.69
1067,0.61,1998.0,0.53,0.48,1.69
1068,0.39,2001.0,0.53,0.82,1.69
1069,0.78,2008.0,0.59,0.82,1.69
1070,0.39,2002.0,0.62,0.26,1.69
1071,0.27,2010.0,0.26,0.97,1.69
1072,0.36,2005.0,0.53,0.53,1.69
1073,0.15,2012.0,0.53,0.75,1.69
1074,0.24,2007.0,0.79,0.97,1.68
1075,0.58,2006.0,0.47,0.16,1.68
1076,0.61,1997.0,0.57,0.89,1.68
1077,0.78,2012.0,0.53,0.66,1.68
1078,2.61,1992.0,0.42,2.54,1.68
1079,0.61,1997.0,0.79,0.27,1.68
1080,0.27,2003.0,0.45,0.82,1.68
1081,0.7,2008.0,0.53,0.97,1.68
1082,0.7,2007.0,0.45,0.82,1.68
1083,0.39,2002.0,0.53,2.54,1.68
1084,0.7,2008.0,0.57,0.52,1.67
1085,0.58,2003.0,0.57,0.82,1.67
1086,0.7,2008.0,0.57,0.48,1.67
1087,0.61,2000.0,0.57,0.82,1.67
1088,0.72,2006.0,0.53,0.82,1.67
1089,0.83,2013.0,0.94,1.59,1.67
1090,0.31,2005.0,0.79,0.75,1.67
1091,2.56,1989.0,0.94,0.53,1.67
1092,0.61,2001.0,0.57,0.75,1.67
1093,0.39,2001.0,0.19,0.48,1.67
1094,0.27,2013.0,0.26,0.75,1.67
1095,0.31,2003.0,0.59,1.3,1.67
1096,0.58,2001.0,0.59,0.35,1.67
1097,0.58,2003.0,0.57,0.82,1.67
1098,0.58,2003.0,0.94,0.48,1.67
1099,0.83,2015.0,0.53,0.66,1.66
1100,0.72,2007.0,0.53,0.89,1.66
1101,1.05,1992.0,0.53,0.43,1.66
1102,0.58,2000.0,0.57,0.82,1.66
1103,0.78,2012.0,0.79,0.97,1.66
1104,0.58,2004.0,0.57,0.35,1.66
1105,0.78,2006.0,0.59,0.82,1.66
1106,0.58,2002.0,0.57,0.82,1.66
1107,0.58,2005.0,0.53,0.43,1.66
1108,0.73,1981.0,0.42,0.43,1.65
1109,0.36,2004.0,0.47,2.54,1.65
1110,0.84,1991.0,0.79,2.54,1.65
1111,0.7,2011.0,0.47,0.27,1.65
1112,0.58,2004.0,0.62,1.12,1.65
1113,0.78,2008.0,0.79,0.82,1.65
1114,0.38,2007.0,0.62,0.62,1.64
1115,0.39,2004.0,0.94,2.54,1.64
1116,0.7,2011.0,0.53,0.55,1.64
1117,0.73,1982.0,0.42,0.43,1.64
1118,0.61,1999.0,0.79,0.77,1.64
1119,2.56,1986.0,0.53,0.53,1.64
1120,0.58,2002.0,0.57,0.82,1.64
1121,0.58,2005.0,0.57,0.82,1.64
1122,0.58,2004.0,0.53,0.52,1.64
1123,0.78,2010.0,0.45,1.3,1.64
1124,0.83,2015.0,0.19,1.59,1.64
1125,0.31,2004.0,0.57,0.43,1.63
1126,0.78,2006.0,0.45,1.3,1.63
1127,0.36,2001.0,0.26,2.54,1.63
1128,0.27,,0.79,0.75,1.63
1129,0.72,2011.0,0.94,0.43,1.63
1130,0.58,2003.0,0.57,0.82,1.63
1131,0.61,1999.0,0.94,0.89,1.63
1132,0.78,2014.0,0.57,0.97,1.63
1133,0.58,2004.0,0.57,0.82,1.62
1134,0.78,2010.0,0.53,0.62,1.62
1135,0.72,,0.47,0.82,1.62
1136,0.58,2005.0,0.57,0.75,1.62
1137,0.78,2011.0,0.79,1.16,1.62
1138,0.38,2006.0,0.57,2.54,1.62
1139,0.36,2003.0,0.59,2.54,1.62
1140,0.61,1998.0,0.59,0.82,1.62
1141,0.7,2006.0,0.62,2.54,1.61
1142,0.58,2004.0,0.57,0.82,1.61
1143,0.78,2013.0,0.79,1.3,1.61
1144,2.61,1989.0,0.57,2.54,1.61
1145,2.61,1998.0,0.26,0.34,1.61
1146,0.36,2005.0,0.57,2.54,1.61
1147,0.58,2005.0,0.47,0.89,1.61
1148,0.38,2007.0,0.53,0.48,1.61
1149,0.66,2014.0,0.79,0.52,1.61
1150,0.7,2008.0,0.45,0.34,1.6
1151,0.38,2011.0,0.47,0.75,1.6
1152,0.58,2005.0,0.53,0.97,1.6
1153,0.78,2008.0,0.53,0.52,1.6
1154,0.69,1998.0,0.59,0.55,1.6
1155,0.73,1981.0,0.79,0.75,1.6
1156,0.61,1999.0,0.53,0.34,1.6
1157,0.38,2008.0,0.62,0.62,1.6
1158,0.83,2016.0,0.53,1.6,1.6
1159,0.36,2003.0,0.94,0.43,1.6
1160,0.58,2004.0,0.57,0.2,1.59
1161,0.27,1996.0,0.62,0.75,1.59
1162,0.36,2006.0,0.53,2.54,1.59
1163,0.61,1996.0,0.53,0.89,1.59
1164,0.72,2008.0,0.53,0.53,1.59
1165,0.73,1982.0,0.94,0.43,1.59
1166,0.72,2007.0,0.57,0.34,1.59
1167,0.78,2008.0,0.53,0.52,1.59
1168,0.78,2010.0,0.53,0.66,1.59
1169,0.61,1999.0,0.59,0.82,1.59
1170,0.83,2014.0,0.79,1.16,1.58
1171,0.7,2008.0,0.57,0.97,1.58
1172,0.38,2008.0,0.47,0.75,1.58
1173,0.38,2008.0,0.45,0.82,1.58
1174,0.61,2000.0,0.47,0.89,1.58
1175,0.78,2012.0,0.59,0.82,1.58
1176,0.7,2009.0,0.47,0.75,1.58
1177,0.38,2008.0,0.47,0.55,1.58
1178,0.49,2012.0,0.53,0.62,1.58
1179,0.38,2007.0,0.53,0.55,1.58
1180,0.38,2009.0,0.62,2.54,1.58
1181,0.39,2002.0,0.94,0.35,1.58
1182,0.58,2009.0,0.57,0.34,1.57
1183,0.58,2001.0,0.57,0.82,1.57
1184,0.58,2002.0,0.79,0.53,1.57
1185,0.36,2005.0,0.47,2.54,1.57
1186,0.72,2012.0,0.57,0.34,1.56
1187,0.58,2000.0,0.59,0.97,1.56
1188,0.58,2006.0,0.53,0.82,1.56
1189,2.56,1988.0,0.94,2.54,1.56
1190,0.61,1995.0,0.53,0.89,1.56
1191,0.83,2016.0,0.62,0.27,1.56
1192,0.84,1990.0,0.53,0.53,1.56
1193,2.61,2001.0,0.62,1.12,1.56
1194,0.39,2003.0,0.47,2.54,1.56
1195,0.83,2013.0,0.53,0.66,1.56
1196,0.78,2010.0,0.53,0.97,1.55
1197,0.72,2012.0,0.53,1.16,1.55
1198,0.58,2002.0,0.59,0.43,1.55
1199,0.31,2003.0,0.79,0.52,1.55
1200,0.7,2008.0,0.57,0.43,1.55
1201,0.72,2010.0,0.79,0.97,1.55
1202,0.69,2000.0,0.53,0.82,1.55
1203,0.61,2001.0,0.53,0.75,1.55
1204,0.66,2014.0,0.53,0.52,1.55
1205,0.72,2010.0,0.53,0.97,1.55
1206,0.72,2011.0,0.62,0.27,1.55
1207,0.27,1999.0,0.26,1.55,1.55
